ID;;;;;;TITRE;FLAG;;;;;
90;Hante+Par+Ses+Ex;images/Synopsis/Hante+Par+Ses+Ex_Synopsis.txt;2009;-;Metropolitan FilmExport;Hante Par Ses Ex;#N/A;;images/IMAGESJPEG_600_800/Hante+Par+Ses+Ex.jpg;images/IMAGESPNG_100_100/Hante+Par+Ses+Ex.png; 17 juin 2009 (1h40min);Mark Waters
91;Hell;images/Synopsis/Hell_Synopsis.txt;2005;;SND;Hell;YES;;images/IMAGESJPEG_600_800/Hell.jpg;images/IMAGESPNG_100_100/Hell.png;1 mars 2006 (1h40min);Bruno Chiche
92;Hercule;images/Synopsis/Hercule_Synopsis.txt;2014;-;Paramount Pictures France;Hercule;YES;;images/IMAGESJPEG_600_800/Hercule.jpg;images/IMAGESPNG_100_100/Hercule.png;19 mars 2014 (1h39min);Renny Harlin
93;Hibernatus;images/Synopsis/Hibernatus_Synopsis.txt;1969;;Gaumont;Hibernatus;YES;;images/IMAGESJPEG_600_800/Hibernatus.jpg;images/IMAGESPNG_100_100/Hibernatus.png; 10 septembre 1969 (1h18min);Edouard Molinaro
94;Highlander;images/Synopsis/Highlander_Synopsis.txt;2013;-;-;Highlander;#N/A;;images/IMAGESJPEG_600_800/Highlander.jpg;images/IMAGESPNG_100_100/Highlander.png;prochainement;Cedric Nicolas-Troyan
95;Hors+La+Loi;images/Synopsis/Hors+La+Loi_Synopsis.txt;2010;20 000 000 EUR;StudioCanal;Hors La Loi;YES;2 prix et 7 nominations;images/IMAGESJPEG_600_800/Hors+La+Loi.jpg;images/IMAGESPNG_100_100/Hors+La+Loi.png;22 septembre 2010 (2h18min);Rachid Bouchareb
96;Hot+Tub+Time+Machine;images/Synopsis/Hot+Tub+Time+Machine_Synopsis.txt;2010;-;Twentieth Century Fox France;Hot Tub Time Machine;YES;;images/IMAGESJPEG_600_800/Hot+Tub+Time+Machine.jpg;images/IMAGESPNG_100_100/Hot+Tub+Time+Machine.png;6 octobre 2010 (1h39min);Steve Pink
97;Hypertension;images/Synopsis/Hypertension_Synopsis.txt;2006;15 000 000 USD;TFM Distribution;Hypertension;YES;;images/IMAGESJPEG_600_800/Hypertension.jpg;images/IMAGESPNG_100_100/Hypertension.png;14 mars 2007 (1h23min);Mark Neveldine
98;Il+Ne+Faut+Jurer+De+Rien;images/Synopsis/Il+Ne+Faut+Jurer+De+Rien_Synopsis.txt;2004;12 000 000 EUR;SND;Il Ne Faut Jurer De Rien;YES;1 prix et 2 nominations;images/IMAGESJPEG_600_800/Il+Ne+Faut+Jurer+De+Rien.jpg;images/IMAGESPNG_100_100/Il+Ne+Faut+Jurer+De+Rien.png;28 septembre 2005 (1h35min);Eric Civanyan
99;I+Love+You+Phillip+Morris;images/Synopsis/I+Love+You+Phillip+Morris_Synopsis.txt;2009;13 000 000 USD;EuropaCorp Distribution;I Love You Phillip Morris;#N/A;10 nominations;images/IMAGESJPEG_600_800/I+Love+You+Phillip+Morris.jpg;images/IMAGESPNG_100_100/I+Love+You+Phillip+Morris.png;10 fevrier 2010 (1h36min);Glenn Ficarra, [10
100;Il+reste+du+jambon;images/Synopsis/Il+reste+du+jambon_Synopsis.txt;2010;;Gaumont Distribution;Il reste du jambon;YES;;images/IMAGESJPEG_600_800/Il+reste+du+jambon.jpg;images/IMAGESPNG_100_100/Il+reste+du+jambon.png; 27 octobre 2010 (1h30min);Anne Depetrini
101;Insidious;images/Synopsis/Insidious_Synopsis.txt;2013;5 000.000 USD;Sony Pictures Releasing France;Insidious;YES;;images/IMAGESJPEG_600_800/Insidious.jpg;images/IMAGESPNG_100_100/Insidious.png;15 juin 2011 (1h42min);James Wan
102;Into+the+Wild;images/Synopsis/Into+the+Wild_Synopsis.txt;2007;15 000 000 USD;Pathe Distribution;Into the Wild;YES;2 prix et 8 nominations;images/IMAGESJPEG_600_800/Into+the+Wild.jpg;images/IMAGESPNG_100_100/Into+the+Wild.png;9 janvier 2008 (2h27min);Sean Penn
103;Into+The+Wild;images/Synopsis/Into+The+Wild_Synopsis.txt;2007;15 000 000 USD;Pathe Distribution;Into The Wild;YES;2 prix et 8 nominations;images/IMAGESJPEG_600_800/Into+The+Wild.jpg;images/IMAGESPNG_100_100/Into+The+Wild.png;9 janvier 2008 (2h27min);Sean Penn
104;Intouchables;images/Synopsis/Intouchables_Synopsis.txt;2011;9 500 000 EUR;Gaumont Distribution;Intouchables;YES;16 prix et 21 nominations;images/IMAGESJPEG_600_800/Intouchables.jpg;images/IMAGESPNG_100_100/Intouchables.png;2 novembre 2011 (1h52min);Eric Toledano
105;Iron+Man;images/Synopsis/Iron+Man_Synopsis.txt;2008;75 000 000 USD;SND;Iron Man;YES;9 nominations;images/IMAGESJPEG_600_800/Iron+Man.jpg;images/IMAGESPNG_100_100/Iron+Man.png; 30 avril 2008 (2h5min);Jon Favreau
106;Its+Kind+Of+A+Funny+Story;images/Synopsis/Its+Kind+Of+A+Funny+Story_Synopsis.txt;2012;;Mars Distribution;Its Kind Of A Funny Story;YES;;images/IMAGESJPEG_600_800/Its+Kind+Of+A+Funny+Story.jpg;images/IMAGESPNG_100_100/Its+Kind+Of+A+Funny+Story.png;2 octobre 2013 (1h32min);Alexandre Coffre
107;Jason+Bourne+3+-+La+Vengeance+dans+la+Peau;images/Synopsis/Jason+Bourne+3+-+La+Vengeance+dans+la+Peau_Synopsis.txt;2007;110 000 000 USD;Paramount Pictures France;Jason Bourne 3 - La Vengeance dans la Peau;#N/A;5 prix et 8 nominations;images/IMAGESJPEG_600_800/Jason+Bourne+3+-+La+Vengeance+dans+la+Peau.jpg;images/IMAGESPNG_100_100/Jason+Bourne+3+-+La+Vengeance+dans+la+Peau.png;12 septembre 2007 (1h56min);Paul Greengrass
108;Je+suis+une+legende;images/Synopsis/Je+suis+une+legende_Synopsis.txt;2007;150 000 000 USD;Warner Bros. France;Je suis une legende;YES;3 prix et 1 nomination;images/IMAGESJPEG_600_800/Je+suis+une+legende.jpg;images/IMAGESPNG_100_100/Je+suis+une+legende.png;19 decembre 2007 (1h40min);Francis Lawrence
109;Jumper;images/Synopsis/Jumper_Synopsis.txt;2008;85 000 000 USD;Twentieth Century Fox France;Jumper;YES;1 prix et 1 nomination;images/IMAGESJPEG_600_800/Jumper.jpg;images/IMAGESPNG_100_100/Jumper.png;20 fevrier 2008 (1h35min);Doug Liman
110;Jumping+the+Broom;images/Synopsis/Jumping+the+Broom_Synopsis.txt;2011;;-;Jumping the Broom;YES;;images/IMAGESJPEG_600_800/Jumping+the+Broom.jpg;images/IMAGESPNG_100_100/Jumping+the+Broom.png;inconnue (1h53min);Salim Akil
111;juste+une+fois;images/Synopsis/juste+une+fois_Synopsis.txt;2006;-;Gaumont Columbia Tristar Films;juste une fois;YES;5 nominations;images/IMAGESJPEG_600_800/juste+une+fois.jpg;images/IMAGESPNG_100_100/juste+une+fois.png;21 fevrier 2007 (1h27min);Bobcat Goldthwait
112;Karate+Kid;images/Synopsis/Karate+Kid_Synopsis.txt;2010;-;Sony Pictures Releasing France;Karate Kid;#N/A;1 nomination;images/IMAGESJPEG_600_800/Karate+Kid.jpg;images/IMAGESPNG_100_100/Karate+Kid.png;18 aout 2010 (2h19min);Harald Zwart
113;Kerity+la+maison+des+contes;images/Synopsis/Kerity+la+maison+des+contes_Synopsis.txt;2009;-;Haut et Court;Kerity la maison des contes;#N/A;1 prix et 2 nominations;images/IMAGESJPEG_600_800/Kerity+la+maison+des+contes.jpg;images/IMAGESPNG_100_100/Kerity+la+maison+des+contes.png;16 decembre 2009 (1h20min);Dominique Monfery
114;Kill+Bill+1;images/Synopsis/Kill+Bill+1_Synopsis.txt;2003;55 000 000 USD;-;Kill Bill 1;YES;2 prix et 6 nominations;images/IMAGESJPEG_600_800/;images/IMAGESPNG_100_100/; 26 novembre 2003 (1h52min);Quentin Tarantino
115;Kill+Bill+2;images/Synopsis/Kill+Bill+2_Synopsis.txt;2004;30 000 000 USD;TFM Distribution;Kill Bill 2;YES;2 nominations;images/IMAGESJPEG_600_800/Kill+Bill+2.jpg;images/IMAGESPNG_100_100/Kill+Bill+2.png;17 mai 2004 (2h15min);Quentin Tarantino
116;Killer+Elite+R5;images/Synopsis/Killer+Elite+R5_Synopsis.txt;2012;;Mars Distribution;Killer Elite R5;#N/A;;images/IMAGESJPEG_600_800/Killer+Elite+R5.jpg;images/IMAGESPNG_100_100/Killer+Elite+R5.png;2 octobre 2013 (1h32min);Alexandre Coffre
117;Kingdom+Of+Heaven;images/Synopsis/Kingdom+Of+Heaven_Synopsis.txt;2005;130 000 000 USD;Pathe Distribution;Kingdom Of Heaven;YES;1 nomination;images/IMAGESJPEG_600_800/Kingdom+Of+Heaven.jpg;images/IMAGESPNG_100_100/Kingdom+Of+Heaven.png;4 mai 2005 (2h25min);Ridley Scott
118;King+Guillaume;images/Synopsis/King+Guillaume_Synopsis.txt;2008;-;Walt Disney Studios Motion Pictures France;King Guillaume;YES;3 nominations;images/IMAGESJPEG_600_800/King+Guillaume.jpg;images/IMAGESPNG_100_100/King+Guillaume.png;28 janvier 2009 (1h25min);Pierre-Francois Martin-Laval
119;Kiss+and+Kill;images/Synopsis/Kiss+and+Kill_Synopsis.txt;2010;75 000 000 USD;Metropolitan FilmExport;Kiss and Kill;YES;1 prix;images/IMAGESJPEG_600_800/Kiss+and+Kill.jpg;images/IMAGESPNG_100_100/Kiss+and+Kill.png;23 juin 2010 (1h40min);Robert Luketic
120;La+Defense+Lincoln;images/Synopsis/La+Defense+Lincoln_Synopsis.txt;2011;US$ 40 000 000;Metropolitan FilmExport;La Defense Lincoln;#N/A;;images/IMAGESJPEG_600_800/La+Defense+Lincoln.jpg;images/IMAGESPNG_100_100/La+Defense+Lincoln.png;25 mai 2011 (1h58min);Brad Furman
121;La+Derniere+Tentation+Du+Christ;images/Synopsis/La+Derniere+Tentation+Du+Christ_Synopsis.txt;1988;7 000 000 USD;-;La Derniere Tentation Du Christ;#N/A;3 nominations;images/IMAGESJPEG_600_800/La+Derniere+Tentation+Du+Christ.jpg;images/IMAGESPNG_100_100/La+Derniere+Tentation+Du+Christ.png;28 septembre 1988 (2h44min);Martin Scorsese
122;La+Fesse+-+LaFesse+Gauche;images/Synopsis/La+Fesse+-+LaFesse+Gauche_Synopsis.txt;2012;;Mars Distribution;La Fesse - LaFesse Gauche;#N/A;;images/IMAGESJPEG_600_800/La+Fesse+-+LaFesse+Gauche.jpg;images/IMAGESPNG_100_100/La+Fesse+-+LaFesse+Gauche.png;2 octobre 2013 (1h32min);Alexandre Coffre
123;L+Age+de+la+stupidite;images/Synopsis/L+Age+de+la+stupidite_Synopsis.txt;2009;450 000 £;-;L Age de la stupidite;#N/A;;images/IMAGESJPEG_600_800/L+Age+de+la+stupidite.jpg;images/IMAGESPNG_100_100/L+Age+de+la+stupidite.png; 22 septembre 2009 (1h29min);Franny Armstrong
124;La+Guerre+des+Peres;images/Synopsis/La+Guerre+des+Peres_Synopsis.txt;2010;-;Twentieth Century Fox France;La Guerre des Peres;#N/A;;images/IMAGESJPEG_600_800/La+Guerre+des+Peres.jpg;images/IMAGESPNG_100_100/La+Guerre+des+Peres.png;5 janvier 2011 (1h41min);Rick Famuyiwa
125;La+Haine;images/Synopsis/La+Haine_Synopsis.txt;1995;2 590 000 EUR;Mars Distribution;La Haine;YES;6 prix et 11 nominations;images/IMAGESJPEG_600_800/La+Haine.jpg;images/IMAGESPNG_100_100/La+Haine.png;31 mai 1995 (1h35min);Mathieu Kassovitz
126;la+jungle;images/Synopsis/la+jungle_Synopsis.txt;2005;-;SND;la jungle;YES;2 nominations;images/IMAGESJPEG_600_800/la+jungle.jpg;images/IMAGESPNG_100_100/la+jungle.png;12 juillet 2006 (1h39min);Matthieu Delaporte
127;La+loi+et+l'ordre;images/Synopsis/La+loi+et+l'ordre_Synopsis.txt;2008;60 000 000 USD;Metropolitan FilmExport;La loi et l'ordre;YES;1 nomination;images/IMAGESJPEG_600_800/La+loi+et+l'ordre.jpg;images/IMAGESPNG_100_100/La+loi+et+l'ordre.png; 8 octobre 2008 (1h40min);Jon Avnet
128;la+momie+3;images/Synopsis/la+momie+3_Synopsis.txt;2008;145 000 000 USD;Universal Pictures International France;la momie 3;YES;;images/IMAGESJPEG_600_800/la+momie+3.jpg;images/IMAGESPNG_100_100/la+momie+3.png;6 aout 2008 (1h51min);Rob Cohen
129;La+Personne+Aux+Deux+Personnes;images/Synopsis/La+Personne+Aux+Deux+Personnes_Synopsis.txt;2007;-;StudioCanal;La Personne Aux Deux Personnes;YES;1 nomination;images/IMAGESJPEG_600_800/La+Personne+Aux+Deux+Personnes.jpg;images/IMAGESPNG_100_100/La+Personne+Aux+Deux+Personnes.png;18 juin 2008 (1h24min);Nicolas Charlet
130;La+Premiere+Etoile;images/Synopsis/La+Premiere+Etoile_Synopsis.txt;2009;-;Mars Distribution;La Premiere Etoile;YES;2 prix et 2 nominations;images/IMAGESJPEG_600_800/La+Premiere+Etoile.jpg;images/IMAGESPNG_100_100/La+Premiere+Etoile.png;25 mars 2009 (1h30min);Lucien Jean-Baptiste
131;La+Princesse+Et+La+Grenouille;images/Synopsis/La+Princesse+Et+La+Grenouille_Synopsis.txt;2009;105 000 000 USD;Walt Disney Studios Motion Pictures France;La Princesse Et La Grenouille;#N/A;3 prix et 8 nominations;images/IMAGESJPEG_600_800/La+Princesse+Et+La+Grenouille.jpg;images/IMAGESPNG_100_100/La+Princesse+Et+La+Grenouille.png;27 janvier 2010 (1h37min);Ron Clements
132;L'Arme+Fatale;images/Synopsis/L'Arme+Fatale_Synopsis.txt;1987;15 000 000 USD;-;L'Arme Fatale;YES;1 nomination;images/IMAGESJPEG_600_800/L'Arme+Fatale.jpg;images/IMAGESPNG_100_100/L'Arme+Fatale.png;5 aout 1987 (1h50min);Richard Donner
133;L'Arnacoeur;images/Synopsis/L'Arnacoeur_Synopsis.txt;2010;€8 7 000 000;Universal Pictures International France;L'Arnacoeur;YES;3 prix et 7 nominations;images/IMAGESJPEG_600_800/L'Arnacoeur.jpg;images/IMAGESPNG_100_100/L'Arnacoeur.png;17 mars 2010 (1h45min);Pascal Chaumeil
134;L'arnaque+Fr;images/Synopsis/L'arnaque+Fr_Synopsis.txt;2012;;Mars Distribution;L'arnaque Fr;#N/A;;images/IMAGESJPEG_600_800/L'arnaque+Fr.jpg;images/IMAGESPNG_100_100/L'arnaque+Fr.png;2 octobre 2013 (1h32min);Alexandre Coffre
135;Lascars;images/Synopsis/Lascars_Synopsis.txt;2009;10 000 000 EUR;Bac Films;Lascars;YES;2 nominations;images/IMAGESJPEG_600_800/Lascars.jpg;images/IMAGESPNG_100_100/Lascars.png;17 juin 2009 (1h31min);Albert Pereira Lazaro
136;Las+Vegas+Parano;images/Synopsis/Las+Vegas+Parano_Synopsis.txt;1998;18 500 000 USD;-;Las Vegas Parano;#N/A;5 nominations;images/IMAGESJPEG_600_800/Las+Vegas+Parano.jpg;images/IMAGESPNG_100_100/Las+Vegas+Parano.png;19 aout 1998 (1h58min);Terry Gilliam
137;La+Tour+Montparnasse+Infernale;images/Synopsis/La+Tour+Montparnasse+Infernale_Synopsis.txt;2000;;UFD;La Tour Montparnasse Infernale;YES;;images/IMAGESJPEG_600_800/La+Tour+Montparnasse+Infernale.jpg;images/IMAGESPNG_100_100/La+Tour+Montparnasse+Infernale.png;28 mars 2001 (1h32min);Charles Nemes
138;L'attaque+du+metro+123;images/Synopsis/L'attaque+du+metro+123_Synopsis.txt;2009;100 000 000 USD;Sony Pictures Releasing France;L'attaque du metro 123;#N/A;;images/IMAGESJPEG_600_800/L'attaque+du+metro+123.jpg;images/IMAGESPNG_100_100/L'attaque+du+metro+123.png;29 juillet 2009 (1h45min);Tony Scott
139;La+Verite+si+je+mens+1;images/Synopsis/La+Verite+si+je+mens+1_Synopsis.txt;1997;24 000 000 FF;AFMD;La Verite si je mens 1;YES;1 prix et 4 nominations;images/IMAGESJPEG_600_800/La+Verite+si+je+mens+1.jpg;images/IMAGESPNG_100_100/La+Verite+si+je+mens+1.png;30 avril 1997 (1h40min);Thomas Gilou
140;La+Vie+De+d+Gale;images/Synopsis/La+Vie+De+d+Gale_Synopsis.txt;2012;;Mars Distribution;La Vie De d Gale;#N/A;;images/IMAGESJPEG_600_800/La+Vie+De+d+Gale.jpg;images/IMAGESPNG_100_100/La+Vie+De+d+Gale.png;2 octobre 2013 (1h32min);Alexandre Coffre
141;Law+Abiding+Citizen;images/Synopsis/Law+Abiding+Citizen_Synopsis.txt;2009;40 000 000 USD;Wild Bunch Distribution;Law Abiding Citizen;#N/A;;images/IMAGESJPEG_600_800/Law+Abiding+Citizen.jpg;images/IMAGESPNG_100_100/Law+Abiding+Citizen.png;22 decembre 2010 (1h48min);F. Gary Gray
142;Le+51E+Etat;images/Synopsis/Le+51E+Etat_Synopsis.txt;2001;28 000 000 USD;Metropolitan FilmExport;Le 51E Etat;YES;;images/IMAGESJPEG_600_800/Le+51E+Etat.jpg;images/IMAGESPNG_100_100/Le+51E+Etat.png;10 juillet 2002 (1h31min);Ronny Yu
143;Le+Baiser+Mortel+Du+Dragon;images/Synopsis/Le+Baiser+Mortel+Du+Dragon_Synopsis.txt;2001;-;EuropaCorp Distribution;Le Baiser Mortel Du Dragon;YES;;images/IMAGESJPEG_600_800/Le+Baiser+Mortel+Du+Dragon.jpg;images/IMAGESPNG_100_100/Le+Baiser+Mortel+Du+Dragon.png;1 aout 2001 (1h38min);Chris Nahon
144;Le+Baltringue;images/Synopsis/Le+Baltringue_Synopsis.txt;2008;;MC4 Distribution;Le Baltringue;YES;;images/IMAGESJPEG_600_800/Le+Baltringue.jpg;images/IMAGESPNG_100_100/Le+Baltringue.png; 27 janvier 2010 (1h26min);Cyril Sebas
145;Le+Boss;images/Synopsis/Le+Boss_Synopsis.txt;2005;20 000 000 USD;Metropolitan FilmExport;Le Boss;YES;1 nomination;images/IMAGESJPEG_600_800/Le+Boss.jpg;images/IMAGESPNG_100_100/Le+Boss.png;16 octobre 2013 (2h23min);Anthony D'Souza
146;Le+Chasseur+de+Primes;images/Synopsis/Le+Chasseur+de+Primes_Synopsis.txt;2010;40 000 000 USD;Sony Pictures Releasing France;Le Chasseur de Primes;YES;4 nominations;images/IMAGESJPEG_600_800/Le+Chasseur+de+Primes.jpg;images/IMAGESPNG_100_100/Le+Chasseur+de+Primes.png; 14 avril 2010 (1h41min);Andy Tennant
147;Le+Dernier+roi+d'Ecosse;images/Synopsis/Le+Dernier+roi+d'Ecosse_Synopsis.txt;2006;6 000 000 USD;Twentieth Century Fox France;Le Dernier roi d'Ecosse;YES;8 prix et 7 nominations;images/IMAGESJPEG_600_800/Le+Dernier+roi+d'Ecosse.jpg;images/IMAGESPNG_100_100/Le+Dernier+roi+d'Ecosse.png; 14 fevrier 2007 (2h5min);Kevin Macdonald
148;Le+Dernier+Samourai;images/Synopsis/Le+Dernier+Samourai_Synopsis.txt;2003;100 000 000 USD;Warner Bros. France;Le Dernier Samourai;YES;7 nominations;images/IMAGESJPEG_600_800/Le+Dernier+Samourai.jpg;images/IMAGESPNG_100_100/Le+Dernier+Samourai.png;14 janvier 2004 (2h24min);Edward Zwick
149;Le+Grand+Bleu;images/Synopsis/Le+Grand+Bleu_Synopsis.txt;1988;10 650 000 EUR;-;Le Grand Bleu;YES;2 prix et 6 nominations;images/IMAGESJPEG_600_800/Le+Grand+Bleu.jpg;images/IMAGESPNG_100_100/Le+Grand+Bleu.png;9 octobre 2013 (2h57min);Abdellatif Kechiche
150;Le+Journal+de+Bridget+Jones;images/Synopsis/Le+Journal+de+Bridget+Jones_Synopsis.txt;2001;26 000 000 USD;-;Le Journal de Bridget Jones;YES;6 nominations;images/IMAGESJPEG_600_800/Le+Journal+de+Bridget+Jones.jpg;images/IMAGESPNG_100_100/Le+Journal+de+Bridget+Jones.png; 10 octobre 2001 (1h37min);Sharon Maguire
151;Le+Journal+d'une+baby;images/Synopsis/Le+Journal+d'une+baby_Synopsis.txt;2006;US$ 20 000 000;TFM Distribution;Le Journal d'une baby;#N/A;;images/IMAGESJPEG_600_800/Le+Journal+d'une+baby.jpg;images/IMAGESPNG_100_100/Le+Journal+d'une+baby.png; 14 mai 2008 (1h44min);Robert Pulcini, [10
152;L'Elite+De+Brooklyn;images/Synopsis/L'Elite+De+Brooklyn_Synopsis.txt;2009;25 000 000 USD;Metropolitan FilmExport;L'Elite De Brooklyn;#N/A;;images/IMAGESJPEG_600_800/L'Elite+De+Brooklyn.jpg;images/IMAGESPNG_100_100/L'Elite+De+Brooklyn.png;5 mai 2010 (2h7min);Antoine Fuqua
153;Le+Monde+De+Nemo;images/Synopsis/Le+Monde+De+Nemo_Synopsis.txt;2003;94 000 000 USD;The Walt Disney Company France;Le Monde De Nemo;YES;1 prix et 7 nominations;images/IMAGESJPEG_600_800/Le+Monde+De+Nemo.jpg;images/IMAGESPNG_100_100/Le+Monde+De+Nemo.png;26 novembre 2003 (1h41min);Andrew Stanton
154;L'Enquête+-+The+International;images/Synopsis/L'Enquête+-+The+International_Synopsis.txt;2009;50 000 000 USD;Sony Pictures Releasing France;L'Enquête - The International;#N/A;;images/IMAGESJPEG_600_800/L'Enquête+-+The+International.jpg;images/IMAGESPNG_100_100/L'Enquête+-+The+International.png;11 mars 2009 (1h58min);Tom Tykwer
155;Leon+Version+Longue;images/Synopsis/Leon+Version+Longue_Synopsis.txt;2012;;Mars Distribution;Leon Version Longue;#N/A;;images/IMAGESJPEG_600_800/Leon+Version+Longue.jpg;images/IMAGESPNG_100_100/Leon+Version+Longue.png;2 octobre 2013 (1h32min);Alexandre Coffre
156;Le+Roi+Arthur;images/Synopsis/Le+Roi+Arthur_Synopsis.txt;2004;90 000 000 USD;Buena Vista International;Le Roi Arthur;YES;;images/IMAGESJPEG_600_800/Le+Roi+Arthur.jpg;images/IMAGESPNG_100_100/Le+Roi+Arthur.png;4 aout 2004 (2h6min);Antoine Fuqua
157;Les+Beaux+Gosses;images/Synopsis/Les+Beaux+Gosses_Synopsis.txt;2009;-;Pathe Distribution;Les Beaux Gosses;#N/A;3 prix et 13 nominations;images/IMAGESJPEG_600_800/Les+Beaux+Gosses.jpg;images/IMAGESPNG_100_100/Les+Beaux+Gosses.png;10 juin 2009 (1h30min);Riad Sattouf
158;Lesbian+Vampire+Killers;images/Synopsis/Lesbian+Vampire+Killers_Synopsis.txt;2009;;-;Lesbian Vampire Killers;#N/A;;images/IMAGESJPEG_600_800/Lesbian+Vampire+Killers.jpg;images/IMAGESPNG_100_100/Lesbian+Vampire+Killers.png;1 janvier 2012 - en DVD (1h22min);Phil Claydon
159;Le+Scaphandre+Et+Le+Papillon;images/Synopsis/Le+Scaphandre+Et+Le+Papillon_Synopsis.txt;2007;-;Pathe Distribution;Le Scaphandre Et Le Papillon;#N/A;11 prix et 25 nominations;images/IMAGESJPEG_600_800/Le+Scaphandre+Et+Le+Papillon.jpg;images/IMAGESPNG_100_100/Le+Scaphandre+Et+Le+Papillon.png;23 mai 2007 (1h52min);Julian Schnabel
160;Les+Derniers+Jours+Du+Monde;images/Synopsis/Les+Derniers+Jours+Du+Monde_Synopsis.txt;2008;-;Wild Bunch Distribution;Les Derniers Jours Du Monde;YES;1 nomination;images/IMAGESJPEG_600_800/Les+Derniers+Jours+Du+Monde.jpg;images/IMAGESPNG_100_100/Les+Derniers+Jours+Du+Monde.png;19 aout 2009 (2h10min);Jean-Marie Larrieu
161;Le+Seigneur+Des+Anneaux+3+-+Le+Retour+Du+Roi+Version+Longue+part;images/Synopsis/Le+Seigneur+Des+Anneaux+3+-+Le+Retour+Du+Roi+Version+Longue+part_Synopsis.txt;2012;;Mars Distribution;Le Seigneur Des Anneaux 3 - Le Retour Du Roi Version Longue part;#N/A;;images/IMAGESJPEG_600_800/Le+Seigneur+Des+Anneaux+3+-+Le+Retour+Du+Roi+Version+Longue+part.jpg;images/IMAGESPNG_100_100/Le+Seigneur+Des+Anneaux+3+-+Le+Retour+Du+Roi+Version+Longue+part.png;2 octobre 2013 (1h32min);Alexandre Coffre
162;Le+seminaire;images/Synopsis/Le+seminaire_Synopsis.txt;2008;;TFM Distribution;Le seminaire;YES;;images/IMAGESJPEG_600_800/Le+seminaire.jpg;images/IMAGESPNG_100_100/Le+seminaire.png;11 fevrier 2009 (1h35min);Charles Nemes
163;Le+Silencieux;images/Synopsis/Le+Silencieux_Synopsis.txt;1973;;-;Le Silencieux;YES;;images/IMAGESJPEG_600_800/Le+Silencieux.jpg;images/IMAGESPNG_100_100/Le+Silencieux.png;fevrier 1973 (1h52min);Claude Pinoteau
164;Les+insures;images/Synopsis/Les+insures_Synopsis.txt;2008;50 000 000 USD;Metropolitan FilmExport;Les insures;#N/A;2 nominations;images/IMAGESJPEG_600_800/Les+insures.jpg;images/IMAGESPNG_100_100/Les+insures.png;14 janvier 2009 (2h17min);Edward Zwick
165;les+lois+de+l+attraction;images/Synopsis/les+lois+de+l+attraction_Synopsis.txt;2002;4 000 000 USD;Metropolitan FilmExport;les lois de l attraction;YES;;images/IMAGESJPEG_600_800/les+lois+de+l+attraction.jpg;images/IMAGESPNG_100_100/les+lois+de+l+attraction.png; 12 mars 2003 (1h50min);Roger Avary
166;Le+sourire+de+Mona+Lisa;images/Synopsis/Le+sourire+de+Mona+Lisa_Synopsis.txt;2002;65 000 000 USD;Columbia TriStar Films;Le sourire de Mona Lisa;YES;1 nomination;images/IMAGESJPEG_600_800/Le+sourire+de+Mona+Lisa.jpg;images/IMAGESPNG_100_100/Le+sourire+de+Mona+Lisa.png;21 janvier 2004 (1h59min);Mike Newell
167;Les+Petits+Mouchoirs;images/Synopsis/Les+Petits+Mouchoirs_Synopsis.txt;2010;17 000 000 EUR;EuropaCorp Distribution;Les Petits Mouchoirs;YES;4 prix et 5 nominations;images/IMAGESJPEG_600_800/Les+Petits+Mouchoirs.jpg;images/IMAGESPNG_100_100/Les+Petits+Mouchoirs.png;20 octobre 2010 (2h34min);Guillaume Canet
168;Les+Trois+Royaumes;images/Synopsis/Les+Trois+Royaumes_Synopsis.txt;2007;-;-;Les Trois Royaumes;#N/A;;images/IMAGESJPEG_600_800/Les+Trois+Royaumes.jpg;images/IMAGESPNG_100_100/Les+Trois+Royaumes.png;inconnue (1h15min);Imagine Hi
169;Lettres+D+Iwo+Jima;images/Synopsis/Lettres+D+Iwo+Jima_Synopsis.txt;2006;19 000 000 USD;Warner Bros. France;Lettres D Iwo Jima;#N/A;4 prix et 6 nominations;images/IMAGESJPEG_600_800/Lettres+D+Iwo+Jima.jpg;images/IMAGESPNG_100_100/Lettres+D+Iwo+Jima.png; 21 fevrier 2007 (2h19min);Clint Eastwood
170;L'experience;images/Synopsis/L'experience_Synopsis.txt;2001;-;Metropolitan FilmExport;L'experience;#N/A;;images/IMAGESJPEG_600_800/L'experience.jpg;images/IMAGESPNG_100_100/L'experience.png;19 fevrier 2014 (1h40min);Jean-Stephane Bron
171;L'illusioniste;images/Synopsis/L'illusioniste_Synopsis.txt;2010;11 000 000 Pfund;Pathe Distribution;L'illusioniste;#N/A;2 prix et 2 nominations;images/IMAGESJPEG_600_800/L'illusioniste.jpg;images/IMAGESPNG_100_100/L'illusioniste.png; 16 juin 2010 (1h20min);Sylvain Chomet
172;L'Illusionniste;images/Synopsis/L'Illusionniste_Synopsis.txt;2010;11 000 000 Pfund;Pathe Distribution;L'Illusionniste;#N/A;2 prix et 2 nominations;images/IMAGESJPEG_600_800/L'Illusionniste.jpg;images/IMAGESPNG_100_100/L'Illusionniste.png; 16 juin 2010 (1h20min);Sylvain Chomet
